Viti,Muaji,Përshkrimi i Sektorit,Komuna,Statusi i Regjistrimit,Përshkrimi i Gjobave në bazë të Ligjit,Numri i Tatimpaguesve,Numri i Gjobave të Lëshuara,Vlera e Gjobave të Lëshuara
2021,3,21,35,4,37,4,4,750.0
2021,3,21,35,4,39,1,1,1000.0
2021,3,21,7,18,39,1,1,1000.0
2021,3,21,7,4,48,4,4,900.77
2021,3,21,7,4,41,3,3,1156.15
2021,3,21,7,4,37,4,4,567.25
2021,3,21,7,4,38,1,1,531.15
2021,3,21,15,18,41,2,2,375.0
2021,3,21,15,4,41,1,1,250.0
2021,3,21,17,18,48,1,1,1439.36
2021,3,21,17,18,38,1,1,250.0
2021,3,21,17,18,39,1,1,1439.36
2021,3,21,17,4,39,1,1,3000.0
2021,3,21,19,18,41,2,2,375.0
2021,3,21,19,4,48,4,4,2157.06
2021,3,21,19,4,41,3,3,632.5
2021,3,21,19,4,37,3,3,1066.25
2021,3,21,19,4,38,2,2,500.0
2021,3,21,19,4,39,1,1,1090.81
2021,3,21,26,18,48,6,6,5103.25
2021,3,21,26,18,41,9,9,4250.0
2021,3,21,26,18,37,6,6,3035.7
2021,3,21,26,18,38,8,8,4192.55
2021,3,21,26,18,39,13,14,18000.0
2021,3,21,26,18,36,2,2,1500.0
2021,3,21,26,4,48,3,3,3999.25
2021,3,21,26,4,41,7,7,1375.0
2021,3,21,26,4,37,6,7,1273.0
2021,3,21,26,4,38,3,3,3699.32
2021,3,21,26,4,39,4,4,5750.0
2021,3,21,26,4,36,4,4,7276.93
2021,3,21,32,18,48,1,1,1190.76
2021,3,21,32,18,39,1,1,1190.76
2021,3,21,32,4,37,1,1,125.0
2021,3,21,3,18,48,1,1,617.45
2021,3,21,3,18,41,2,2,2375.0
2021,3,21,3,18,35,2,2,3500.0
2021,3,21,3,18,38,1,1,617.45
2021,3,21,3,18,39,4,4,8500.0
2021,3,21,3,18,36,1,1,3000.0
2021,3,21,3,4,48,1,1,430.0
2021,3,21,3,4,41,2,2,555.0
2021,3,21,3,4,37,2,2,555.0
2021,4,8,27,4,37,1,1,125.0
2021,4,8,26,18,41,2,2,250.0
2021,4,8,3,18,41,1,1,125.0
2021,4,17,24,18,41,1,1,500.0
2021,4,17,24,18,36,1,1,500.0
2021,4,17,13,4,37,1,1,875.0
2021,4,17,13,4,38,1,1,875.0
2021,4,17,5,18,38,1,1,250.0
2021,4,17,5,18,39,1,1,1000.0
2021,4,17,2,18,37,1,1,125.0
2021,4,17,2,18,39,1,1,1000.0
2021,4,17,4,4,39,1,1,1000.0
2021,4,17,27,4,39,1,1,3000.0
2021,4,17,27,4,36,1,1,500.0
2021,4,17,33,18,39,1,1,1000.0
2021,4,17,33,4,36,1,1,1000.0
2021,4,17,7,20,37,1,1,2125.0
2021,4,17,7,20,38,1,1,1000.0
2021,4,17,7,20,39,1,1,2125.0
2021,4,17,7,20,36,1,1,1000.0
2021,4,17,17,18,37,1,1,125.0
2021,4,17,17,18,38,1,1,250.0
2021,4,17,17,18,36,1,1,1500.0
2021,4,17,26,18,37,2,2,3500.0
2021,4,17,26,18,38,1,1,3375.0
2021,4,17,26,18,39,1,1,3375.0
2021,4,17,26,18,36,2,2,3875.0
2021,4,17,26,5,39,1,1,2000.0
2021,4,17,3,18,39,1,1,3000.0
2021,4,18,24,16,37,1,1,750.0
2021,4,18,24,16,39,1,1,2000.0
2021,4,18,5,16,33,1,1,500.0
2021,4,18,5,16,36,1,1,500.0
2021,4,18,1,16,37,1,1,125.0
2021,4,18,2,16,39,1,1,1000.0
2021,4,18,27,16,41,1,1,125.0
2021,4,18,27,16,37,1,1,125.0
2021,4,18,28,16,48,1,1,1241.22
2021,4,18,28,16,37,1,1,125.0
2021,4,18,28,16,39,1,1,1241.22
2021,4,18,11,16,38,1,1,250.0
2021,4,18,35,16,41,1,1,125.0
2021,4,18,35,16,39,1,1,1000.0
2021,4,18,26,16,37,1,1,125.0
2021,4,18,26,16,39,2,2,4000.0
2021,4,13,32,18,39,1,1,1000.0
2021,4,14,24,4,38,1,1,250.0
2021,4,14,9,18,41,1,1,125.0
2021,4,14,5,18,40,1,1,100.0
2021,4,14,5,18,37,1,1,125.0
2021,4,14,5,18,38,1,1,250.0
2021,4,14,5,18,39,1,1,1000.0
2021,4,14,16,18,39,1,1,3000.0
2021,4,14,16,4,48,1,1,199.1
2021,4,14,16,4,37,1,1,199.1
2021,4,14,16,20,39,1,1,2000.0
2021,4,14,22,18,37,1,1,1625.0
2021,4,14,22,18,39,2,2,6625.0
2021,4,14,22,18,36,2,2,2125.0
2021,4,14,30,4,37,1,1,125.0
2021,4,14,2,18,38,1,1,250.0
2021,4,14,2,18,39,3,3,5000.0
2021,4,14,4,18,37,2,2,250.0
2021,4,14,4,18,36,1,1,500.0
2021,4,14,4,4,38,1,1,250.0
2021,4,14,18,4,41,1,1,125.0
2021,4,14,27,18,41,1,1,2000.0
2021,4,14,27,18,37,2,2,250.0
2021,4,14,27,18,38,1,1,500.0
2021,4,14,27,18,39,3,3,5000.0
2021,4,14,27,4,37,1,1,125.0
2021,4,14,27,4,38,1,1,250.0
2021,4,14,28,18,37,1,1,125.0
2021,4,14,28,4,37,1,1,625.0
2021,4,14,28,4,38,1,1,625.0
2021,4,14,25,18,41,1,1,125.0
2021,4,14,33,18,37,1,1,125.0
2021,4,14,33,18,39,1,1,5000.0
2021,4,14,33,4,38,1,1,250.0
2021,4,14,33,4,36,1,1,1000.0
2021,4,14,17,18,38,1,1,250.0
2021,4,14,26,18,41,1,1,125.0
2021,4,14,26,18,39,1,1,1000.0
2021,4,14,26,18,36,1,1,1000.0
2021,4,14,26,4,41,3,3,875.0
2021,4,14,26,4,36,1,1,500.0
2021,4,14,3,4,41,1,1,250.0
2021,4,14,3,4,37,1,1,250.0
2021,4,14,8,18,39,1,2,4000.0
2021,4,15,24,4,38,1,1,250.0
2021,4,15,26,18,37,1,1,125.0
2021,4,15,26,4,37,1,1,125.0
2021,4,15,3,4,37,1,1,125.0
2021,4,20,24,4,41,1,1,250.0
2021,4,20,24,4,35,1,1,250.0
2021,4,20,27,18,41,1,1,1000.0
2021,4,20,27,18,38,1,1,1000.0
2021,4,20,25,18,37,1,1,125.0
2021,4,20,33,18,39,1,1,1000.0
2021,4,20,33,4,37,1,1,125.0
2021,4,20,15,18,41,1,1,125.0
2021,4,20,17,4,40,1,1,100.0
2021,4,20,17,4,38,1,1,250.0
2021,4,20,26,18,48,1,1,1700.0
2021,4,20,26,18,39,2,2,5200.0
2021,4,20,26,18,36,2,2,4000.0
2021,4,20,26,20,41,1,1,250.0
2021,4,20,8,18,37,1,1,500.0
2021,4,20,8,18,38,1,1,500.0
2021,4,20,8,4,37,1,1,1125.0
2021,4,20,8,4,38,1,1,1125.0
2021,4,3,7,18,39,1,1,1000.0
2021,4,5,5,4,41,1,1,125.0
2021,4,5,16,4,41,1,1,125.0
2021,4,5,4,4,36,1,1,500.0
2021,4,5,18,4,41,1,1,125.0
2021,4,5,25,4,37,1,1,750.0
2021,4,5,26,4,42,1,1,125.0
2021,4,5,26,4,41,4,4,625.0
2021,4,5,26,4,37,2,2,375.0
2021,4,1,24,18,41,1,1,250.0
2021,4,1,24,18,38,1,1,250.0
2021,4,1,24,4,41,1,1,1000.0
2021,4,1,9,4,37,1,1,125.0
2021,4,1,10,4,41,1,1,375.0
2021,4,1,10,4,35,1,1,375.0
2021,4,1,10,4,37,1,1,375.0
2021,4,1,16,4,41,1,1,125.0
2021,4,1,2,18,48,2,2,685.88
2021,4,1,2,18,41,1,1,125.0
2021,4,1,2,18,37,1,1,176.25
2021,4,1,2,18,38,1,1,509.63
2021,4,1,4,18,41,1,1,125.0
2021,4,1,4,18,35,1,1,125.0
2021,4,1,4,18,37,1,1,125.0
2021,4,1,4,4,41,2,2,625.0
2021,4,1,4,4,37,1,1,125.0
2021,4,1,27,18,41,2,2,375.0
2021,4,1,27,4,41,1,1,125.0
2021,4,1,27,4,35,1,1,250.0
2021,4,1,27,4,37,3,4,625.0
2021,4,1,28,18,39,1,1,4000.0
2021,4,1,28,4,37,1,1,125.0
2021,4,1,33,18,37,1,1,125.0
2021,4,1,7,18,41,1,1,500.0
2021,4,1,7,18,38,1,1,500.0
2021,4,1,19,18,41,3,3,625.0
2021,4,1,19,18,37,1,1,250.0
2021,4,1,19,4,41,2,2,375.0
2021,4,1,19,4,37,1,1,250.0
2021,4,1,19,4,38,1,1,250.0
2021,4,1,26,18,41,9,10,2000.0
2021,4,1,26,18,36,1,1,500.0
2021,4,1,26,4,41,1,1,125.0
2021,4,1,3,18,41,1,2,500.0
2021,4,1,3,18,37,1,2,500.0
2021,4,1,3,4,41,1,1,250.0
2021,4,1,3,4,37,1,1,250.0
2021,4,9,16,18,41,1,1,1375.0
2021,4,9,16,18,37,1,1,1375.0
2021,4,9,27,18,41,1,1,250.0
2021,4,10,2,18,39,1,1,1000.0
2021,4,10,18,4,41,1,1,125.0
2021,4,10,33,4,37,1,1,125.0
2021,4,19,35,18,48,1,1,227.25
2021,4,19,35,18,37,1,1,227.25
2021,4,19,19,4,38,1,1,250.0
2021,4,19,26,18,41,2,2,625.0
2021,4,19,26,18,37,1,1,750.0
2021,4,19,26,18,38,1,1,750.0
2021,4,19,26,4,41,1,1,500.0
2021,4,19,26,4,37,1,1,375.0
2021,4,7,24,18,41,1,1,625.0
2021,4,7,24,18,35,1,1,625.0
2021,4,7,0,4,38,1,1,250.0
2021,4,7,2,18,37,1,1,125.0
2021,4,7,4,18,37,1,1,125.0
2021,4,7,27,4,38,1,1,250.0
2021,4,7,26,18,39,1,1,4000.0
2021,4,7,26,18,36,1,1,4000.0
2021,4,4,33,4,41,1,1,125.0
2021,4,4,26,18,41,1,1,250.0
2021,4,4,26,4,41,1,1,125.0
2021,4,11,26,18,39,1,1,1000.0
2021,4,0,26,17,39,1,1,1500.0
2021,4,0,26,17,36,1,1,1500.0
2021,4,21,24,18,48,2,2,703.5
2021,4,21,24,18,37,1,1,597.5
2021,4,21,24,18,39,1,1,1000.0
2021,4,21,24,18,36,1,1,500.0
2021,4,21,24,4,48,2,2,595.0
2021,4,21,24,4,37,5,5,1220.0
2021,4,21,24,4,38,1,1,375.0
2021,4,21,24,4,39,1,1,1000.0
2021,4,21,34,18,38,1,1,250.0
2021,4,21,34,18,39,3,3,3000.0
2021,4,21,0,4,41,3,3,375.0
2021,4,21,9,4,38,1,1,1750.0
2021,4,21,9,4,36,1,1,1750.0
2021,4,21,13,4,39,1,1,2000.0
2021,4,21,5,18,41,1,1,125.0
2021,4,21,5,18,38,1,1,250.0
2021,4,21,5,18,39,1,1,1000.0
2021,4,21,5,18,36,1,1,500.0
2021,4,21,16,4,48,1,1,293.25
2021,4,21,16,4,37,2,2,418.25
2021,4,21,22,18,41,1,1,125.0
2021,4,21,22,4,41,3,3,625.0
2021,4,21,22,4,37,2,2,500.0
2021,4,21,22,4,38,1,1,250.0
2021,4,21,37,18,41,2,2,375.0
2021,4,21,37,18,37,2,2,250.0
2021,4,21,2,18,37,2,2,250.0
2021,4,21,2,18,38,1,1,500.0
2021,4,21,2,18,39,2,2,2000.0
2021,4,21,2,18,36,1,1,500.0
2021,4,21,2,4,48,1,1,753.75
2021,4,21,2,4,38,2,2,1003.75
2021,4,21,2,4,39,1,1,1000.0
2021,4,21,2,4,36,1,1,500.0
2021,4,21,2,15,39,1,1,1000.0
2021,4,21,4,18,48,1,1,11.0
2021,4,21,4,18,41,1,1,1000.0
2021,4,21,4,18,37,1,1,125.0
2021,4,21,4,18,38,2,2,500.0
2021,4,21,4,18,39,1,1,1000.0
2021,4,21,4,4,35,1,1,125.0
2021,4,21,4,4,37,3,3,375.0
2021,4,21,4,4,38,1,1,250.0
2021,4,21,6,18,38,1,1,1000.0
2021,4,21,6,4,41,1,1,125.0
2021,4,21,12,4,48,1,1,776.04
2021,4,21,12,4,39,1,1,2000.0
2021,4,21,12,4,36,1,1,776.04
2021,4,21,18,4,41,5,5,625.0
2021,4,21,27,18,48,1,1,504.5
2021,4,21,27,18,41,1,1,504.5
2021,4,21,27,18,37,1,1,125.0
2021,4,21,27,18,38,1,1,504.5
2021,4,21,27,18,39,1,1,1000.0
2021,4,21,27,18,36,1,1,500.0
2021,4,21,27,4,48,1,1,449.31
2021,4,21,27,4,41,4,4,1750.0
2021,4,21,27,4,37,2,2,250.0
2021,4,21,27,4,38,2,2,699.31
2021,4,21,27,4,39,2,2,4000.0
2021,4,21,27,4,36,1,1,500.0
2021,4,21,28,4,48,1,1,929.0
2021,4,21,28,4,41,2,2,250.0
2021,4,21,28,4,38,1,1,929.0
2021,4,21,25,4,48,1,1,549.79
2021,4,21,25,4,37,2,2,500.0
2021,4,21,25,4,39,1,1,1000.0
2021,4,21,25,4,36,1,1,549.79
2021,4,21,33,18,35,1,1,125.0
2021,4,21,33,18,39,1,1,1000.0
2021,4,21,33,4,39,1,1,1000.0
2021,4,21,35,4,48,1,1,399.0
2021,4,21,35,4,41,3,4,774.0
2021,4,21,35,4,37,1,1,399.0
2021,4,21,35,4,38,1,1,250.0
2021,4,21,7,18,48,1,1,3713.68
2021,4,21,7,18,36,1,1,3713.68
2021,4,21,15,18,41,2,2,250.0
2021,4,21,15,4,41,1,1,250.0
2021,4,21,17,18,48,2,2,2560.21
2021,4,21,17,18,39,3,3,3560.21
2021,4,21,17,4,48,1,1,219.47
2021,4,21,17,4,37,1,1,125.0
2021,4,21,17,4,39,1,1,2000.0
2021,4,21,17,4,36,1,1,2000.0
2021,4,21,19,18,48,1,1,333.82
2021,4,21,19,18,41,2,2,1250.0
2021,4,21,19,18,38,1,1,333.82
2021,4,21,19,4,48,1,1,722.6
2021,4,21,19,4,41,5,5,1000.0
2021,4,21,19,4,37,1,1,722.6
2021,4,21,21,4,41,1,1,250.0
2021,4,21,21,4,37,1,1,250.0
2021,4,21,26,18,48,4,4,3744.98
2021,4,21,26,18,41,4,6,4271.0
2021,4,21,26,18,35,1,1,1000.0
2021,4,21,26,18,37,6,6,3949.98
2021,4,21,26,18,38,4,4,1295.0
2021,4,21,26,18,39,2,2,3500.0
2021,4,21,26,18,36,2,2,3000.0
2021,4,21,26,4,48,4,4,2025.2
2021,4,21,26,4,41,6,6,1934.7
2021,4,21,26,4,37,7,7,2420.5
2021,4,21,26,4,38,3,3,4250.0
2021,4,21,26,4,39,3,3,6750.0
2021,4,21,26,4,36,1,1,3750.0
2021,4,21,26,5,38,1,1,1000.0
2021,4,21,26,5,36,1,1,1000.0
2021,4,21,32,18,38,1,1,250.0
2021,4,21,32,4,41,3,3,375.0
2021,4,21,32,4,38,1,1,250.0
2021,4,21,36,4,41,1,1,125.0
2021,4,21,3,18,41,1,1,250.0
2021,4,21,3,18,35,1,2,2500.0
2021,4,21,3,4,48,1,1,241.75
2021,4,21,3,4,41,1,1,125.0
2021,4,21,3,4,37,2,2,366.75
2021,4,21,20,4,41,1,1,250.0
2021,5,8,26,18,37,1,1,125.0
2021,5,17,24,18,37,1,1,1250.0
2021,5,17,24,18,39,1,1,1250.0
2021,5,17,34,18,36,1,1,500.0
2021,5,17,2,18,39,1,1,2000.0
2021,5,17,4,4,36,1,1,500.0
2021,5,17,27,18,40,1,1,600.0
2021,5,17,27,4,37,1,2,250.0
2021,5,17,28,4,41,1,1,125.0
2021,5,17,17,18,37,1,1,125.0
2021,5,17,19,18,39,1,1,1000.0
2021,5,17,19,4,41,1,1,125.0
2021,5,17,26,18,39,3,3,6000.0
2021,5,17,26,4,38,1,1,250.0
2021,5,17,26,4,39,1,1,2000.0
2021,5,18,5,16,41,1,1,125.0
2021,5,18,5,16,33,1,1,500.0
2021,5,18,5,16,37,1,1,125.0
2021,5,18,16,16,38,1,1,250.0
2021,5,18,2,16,33,1,1,500.0
2021,5,18,2,16,39,1,1,1000.0
2021,5,18,2,16,36,1,1,500.0
2021,5,18,18,16,41,1,1,125.0
2021,5,18,27,16,41,1,1,2000.0
2021,5,18,27,16,37,2,2,250.0
2021,5,18,27,16,39,2,2,2000.0
2021,5,18,28,16,38,1,1,250.0
2021,5,18,11,16,37,1,1,125.0
2021,5,18,25,16,41,1,1,250.0
2021,5,18,25,16,37,1,1,250.0
2021,5,18,25,16,39,1,1,3000.0
2021,5,18,33,16,41,1,1,250.0
2021,5,18,17,16,38,1,1,1500.0
2021,5,18,26,16,37,1,1,875.0
2021,5,18,26,16,38,1,1,875.0
2021,5,18,26,16,39,1,1,3000.0
2021,5,18,3,16,39,1,1,3500.0
2021,5,18,3,16,36,1,1,3500.0
2021,5,16,27,12,37,1,1,125.0
2021,5,14,24,18,37,1,1,125.0
2021,5,14,9,18,37,1,1,750.0
2021,5,14,9,18,39,1,1,1000.0
2021,5,14,5,18,38,1,1,250.0
2021,5,14,5,5,37,1,1,125.0
2021,5,14,30,18,38,1,1,500.0
2021,5,14,2,18,41,1,1,125.0
2021,5,14,2,18,37,1,1,625.0
2021,5,14,2,18,38,2,2,875.0
2021,5,14,2,18,39,1,1,1000.0
2021,5,14,2,4,38,1,1,250.0
2021,5,14,4,18,38,1,1,250.0
2021,5,14,4,4,41,1,1,125.0
2021,5,14,6,18,36,1,1,500.0
2021,5,14,12,15,41,1,1,2000.0
2021,5,14,12,15,39,1,1,2000.0
2021,5,14,18,4,41,1,1,125.0
2021,5,14,27,18,41,1,1,125.0
2021,5,14,27,18,38,1,1,1000.0
2021,5,14,27,18,36,1,1,1000.0
2021,5,14,27,4,41,3,3,375.0
2021,5,14,27,4,38,1,1,750.0
2021,5,14,28,4,41,2,2,250.0
2021,5,14,33,18,39,1,1,4000.0
2021,5,14,33,4,38,1,1,1000.0
2021,5,14,33,4,36,1,1,1000.0
2021,5,14,35,18,41,1,1,125.0
2021,5,14,15,18,37,1,1,125.0
2021,5,14,19,18,37,1,1,125.0
2021,5,14,19,4,41,5,6,875.0
2021,5,14,26,18,41,1,3,2000.0
2021,5,14,26,18,37,1,1,750.0
2021,5,14,26,18,39,1,1,3000.0
2021,5,14,26,18,36,1,1,750.0
2021,5,14,26,4,37,1,1,375.0
2021,5,14,26,4,38,1,1,375.0
2021,5,14,32,4,41,3,3,625.0
2021,5,14,3,18,38,1,1,250.0
2021,5,14,3,18,36,1,1,500.0
2021,5,15,5,18,41,1,1,250.0
2021,5,15,28,4,41,1,1,125.0
2021,5,15,33,18,37,1,1,125.0
2021,5,15,26,18,41,1,1,125.0
2021,5,15,26,4,41,1,1,125.0
2021,5,20,2,18,48,1,2,370.64
2021,5,20,2,18,37,1,2,370.64
2021,5,20,2,4,38,1,1,250.0
2021,5,20,33,4,39,1,1,2000.0
2021,5,20,26,4,36,1,1,500.0
2021,5,20,26,20,39,1,1,1000.0
2021,5,20,8,4,38,1,1,250.0
2021,5,3,27,4,41,1,1,125.0
2021,5,3,26,4,37,1,1,750.0
2021,5,5,4,4,41,1,1,125.0
2021,5,5,4,4,35,1,1,125.0
2021,5,5,4,4,37,1,1,125.0
2021,5,5,18,4,41,2,2,250.0
2021,5,5,27,4,41,4,4,500.0
2021,5,5,27,4,37,1,1,250.0
2021,5,5,25,4,37,1,1,750.0
2021,5,5,33,4,41,1,1,125.0
2021,5,5,26,18,41,1,1,125.0
2021,5,5,26,4,36,1,1,500.0
2021,5,1,24,4,41,1,1,375.0
2021,5,1,24,4,35,1,1,375.0
2021,5,1,24,4,37,1,1,375.0
2021,5,1,22,18,38,1,1,250.0
2021,5,1,30,4,41,1,1,375.0
2021,5,1,30,4,35,1,1,375.0
2021,5,1,30,4,37,1,1,375.0
2021,5,1,2,18,41,1,1,125.0
2021,5,1,2,4,35,1,1,250.0
2021,5,1,2,4,37,1,1,250.0
2021,5,1,27,18,35,1,1,750.0
2021,5,1,27,4,41,4,4,500.0
2021,5,1,27,4,35,1,1,1000.0
2021,5,1,27,4,37,1,1,125.0
2021,5,1,27,4,39,1,1,3000.0
2021,5,1,28,4,41,3,3,375.0
2021,5,1,35,18,41,1,1,125.0
2021,5,1,19,18,39,1,1,1000.0
2021,5,1,19,4,41,1,1,125.0
2021,5,1,26,4,41,1,1,250.0
2021,5,1,26,4,37,1,1,250.0
2021,5,1,32,4,41,1,1,125.0
2021,5,9,2,18,35,1,1,250.0
2021,5,9,2,18,37,1,1,250.0
2021,5,9,26,18,37,1,1,125.0
2021,5,10,27,4,41,1,1,125.0
2021,5,10,28,4,41,3,3,375.0
2021,5,10,33,4,41,1,1,125.0
2021,5,10,33,4,37,1,1,125.0
2021,5,10,33,4,38,1,1,250.0
2021,5,19,27,18,37,1,1,125.0
2021,5,19,27,4,41,1,1,125.0
2021,5,19,26,18,37,1,1,125.0
2021,5,19,26,18,38,1,1,250.0
2021,5,19,26,18,39,1,1,2000.0
2021,5,7,2,18,35,1,1,625.0
2021,5,7,2,18,38,1,1,625.0
2021,5,7,2,4,42,1,1,125.0
2021,5,7,26,18,48,1,1,808.6
2021,5,7,26,18,38,1,1,808.6
2021,5,4,24,18,37,1,1,125.0
2021,5,4,24,4,37,1,1,125.0
2021,5,4,2,18,35,1,1,125.0
2021,5,4,2,4,37,1,1,125.0
2021,5,4,6,4,38,1,1,250.0
2021,5,4,12,4,37,1,1,125.0
2021,5,4,27,4,41,4,4,500.0
2021,5,4,27,4,37,1,1,125.0
2021,5,4,25,4,41,2,2,375.0
2021,5,4,25,4,37,2,2,375.0
2021,5,4,25,4,38,1,1,250.0
2021,5,4,35,4,41,2,2,375.0
2021,5,4,35,4,37,1,1,250.0
2021,5,4,7,18,39,1,1,3000.0
2021,5,4,19,18,37,1,1,125.0
2021,5,4,19,4,41,1,1,125.0
2021,5,4,26,18,41,1,1,125.0
2021,5,4,26,4,41,1,1,250.0
2021,5,4,26,4,37,1,1,250.0
2021,5,4,26,15,48,1,1,385.0
2021,5,4,26,15,38,1,1,385.0
2021,5,4,3,18,38,1,1,250.0
2021,5,21,24,18,38,1,1,1000.0
2021,5,21,24,18,39,2,2,3000.0
2021,5,21,24,18,36,1,1,1000.0
2021,5,21,24,4,35,2,2,750.0
2021,5,21,24,4,37,1,1,625.0
2021,5,21,34,18,39,1,1,1000.0
2021,5,21,34,18,36,1,1,500.0
2021,5,21,34,4,38,1,1,250.0
2021,5,21,0,4,36,1,1,500.0
2021,5,21,13,4,39,1,1,1000.0
2021,5,21,5,18,48,1,1,590.0
2021,5,21,5,18,41,2,2,2125.0
2021,5,21,5,18,38,3,3,750.0
2021,5,21,5,18,39,2,2,3000.0
2021,5,21,5,18,36,2,2,1090.0
2021,5,21,5,4,37,1,1,125.0
2021,5,21,16,4,48,1,1,2130.63
2021,5,21,16,4,41,1,1,125.0
2021,5,21,16,4,37,1,1,2130.63
2021,5,21,22,4,41,1,1,250.0
2021,5,21,22,4,37,1,1,250.0
2021,5,21,1,4,38,1,1,750.0
2021,5,21,1,15,37,1,2,250.0
2021,5,21,2,18,48,1,1,583.58
2021,5,21,2,18,37,1,1,125.0
2021,5,21,2,18,36,2,2,1083.58
2021,5,21,2,4,41,1,1,500.0
2021,5,21,2,4,38,2,2,1000.0
2021,5,21,2,4,36,1,1,500.0
2021,5,21,4,4,38,2,2,500.0
2021,5,21,4,4,39,1,1,1000.0
2021,5,21,6,18,41,1,1,2000.0
2021,5,21,6,18,39,1,1,1000.0
2021,5,21,12,4,37,1,1,125.0
2021,5,21,18,18,38,1,1,250.0
2021,5,21,18,4,41,2,2,250.0
2021,5,21,27,18,41,2,2,375.0
2021,5,21,27,18,37,1,1,750.0
2021,5,21,27,18,38,3,3,1250.0
2021,5,21,27,18,39,2,2,4000.0
2021,5,21,27,4,48,1,1,789.4
2021,5,21,27,4,41,7,7,1750.0
2021,5,21,27,4,35,1,1,2500.0
2021,5,21,27,4,37,3,3,375.0
2021,5,21,27,4,38,3,3,750.0
2021,5,21,27,4,36,2,3,2500.0
2021,5,21,27,15,37,1,1,125.0
2021,5,21,28,18,41,1,1,125.0
2021,5,21,28,18,37,1,1,875.0
2021,5,21,28,18,38,1,1,875.0
2021,5,21,28,18,36,1,1,875.0
2021,5,21,28,4,41,11,11,1375.0
2021,5,21,28,4,38,1,1,1500.0
2021,5,21,28,4,36,1,1,1500.0
2021,5,21,25,18,36,1,1,2000.0
2021,5,21,25,4,41,1,1,500.0
2021,5,21,25,4,38,1,1,250.0
2021,5,21,33,18,35,1,1,125.0
2021,5,21,33,18,37,1,1,125.0
2021,5,21,33,4,35,1,1,125.0
2021,5,21,33,4,39,1,1,1500.0
2021,5,21,33,4,36,1,1,1500.0
2021,5,21,35,18,48,1,1,1130.05
2021,5,21,35,18,39,1,1,3000.0
2021,5,21,35,4,41,1,1,125.0
2021,5,21,7,18,39,1,1,2000.0
2021,5,21,17,4,38,1,1,250.0
2021,5,21,19,4,48,1,1,358.45
2021,5,21,19,4,41,2,2,483.45
2021,5,21,19,4,37,1,1,358.45
2021,5,21,19,4,38,1,1,250.0
2021,5,21,26,18,48,3,3,3025.32
2021,5,21,26,18,41,7,7,1500.0
2021,5,21,26,18,37,6,6,1798.6
2021,5,21,26,18,38,4,4,2375.0
2021,5,21,26,18,39,3,3,5351.72
2021,5,21,26,18,36,4,4,3000.0
2021,5,21,26,4,48,1,1,298.0
2021,5,21,26,4,41,3,3,500.0
2021,5,21,26,4,35,1,1,375.0
2021,5,21,26,4,37,3,3,548.0
2021,5,21,26,4,38,1,1,250.0
2021,5,21,26,4,39,1,1,1000.0
2021,5,21,32,4,41,1,1,125.0
2021,5,21,3,18,41,1,1,125.0
2021,5,21,3,18,37,2,2,875.0
2021,5,21,3,18,38,1,1,250.0
2021,5,21,3,18,39,1,1,2000.0
2021,5,21,3,18,36,5,5,4000.0
2021,5,21,3,4,41,1,1,2000.0
2021,5,21,3,4,38,1,1,250.0
2021,5,21,3,4,36,1,1,2000.0
2021,5,21,3,4,44,1,1,250.0
2021,5,21,8,4,37,1,1,125.0
2021,6,8,26,18,41,1,1,2000.0
2021,6,17,34,4,37,1,1,125.0
2021,6,17,0,18,37,1,1,500.0
2021,6,17,0,18,38,1,1,500.0
2021,6,17,9,18,37,1,1,125.0
2021,6,17,5,18,39,1,1,1000.0
2021,6,17,5,4,36,1,1,500.0
2021,6,17,16,18,37,1,1,125.0
2021,6,17,16,4,37,1,1,125.0
2021,6,17,2,18,39,1,1,2000.0
2021,6,17,4,18,39,1,1,1000.0
2021,6,17,27,4,39,1,1,1000.0
2021,6,17,28,18,39,1,1,2000.0
2021,6,17,25,18,41,1,1,125.0
2021,6,17,33,18,41,1,1,500.0
2021,6,17,33,18,38,2,2,750.0
2021,6,17,33,18,39,1,1,4000.0
2021,6,17,33,4,38,1,1,250.0
2021,6,17,33,5,37,1,1,125.0
2021,6,17,26,18,37,2,2,1375.0
2021,6,17,26,18,38,2,2,1375.0
2021,6,17,26,5,36,1,1,500.0
2021,6,17,26,15,39,1,1,1500.0
2021,6,17,26,15,36,1,1,1500.0
2021,6,17,3,18,38,1,1,1000.0
2021,6,17,3,18,36,1,1,1000.0
2021,6,18,24,16,37,1,1,125.0
2021,6,18,24,16,38,1,1,250.0
2021,6,18,24,16,39,1,1,2000.0
2021,6,18,0,16,39,1,1,1000.0
2021,6,18,16,16,35,1,1,625.0
2021,6,18,16,16,37,1,1,625.0
2021,6,18,22,16,37,1,1,125.0
2021,6,18,2,16,35,1,1,2500.0
2021,6,18,2,16,39,1,1,5000.0
2021,6,18,2,16,36,1,1,500.0
2021,6,18,4,16,37,1,1,125.0
2021,6,18,6,16,41,1,1,500.0
2021,6,18,27,16,48,1,2,330.0
2021,6,18,27,16,33,1,1,500.0
2021,6,18,27,16,38,1,1,500.0
2021,6,18,25,16,41,1,1,1000.0
2021,6,18,25,16,38,1,1,750.0
2021,6,18,25,16,36,1,1,750.0
2021,6,18,33,16,35,1,1,125.0
