"Viti Godina Year","Muaji Mesec Month","Përshkrimi i Sektorit (Kryesor)  Opis (Glavnog) Sektora Description of (Primary) Sector","Komuna Opština Municipality","","Statusi i Regjistrimit Status Registracije Registration Status","Përshkrimi i Gjobave në bazë të Ligjit Opis novčanih kazni na osnovu zakona Description of Fines based on the Law","Numri i Tatimpaguesve Broj Poreskih Obveznika Number of Taxpayers","Numri i Gjobave të Lëshuara Broj izrečenih kazni Number of Issued Fines","Vlera e Gjobave të Lëshuara Vrednost izrečenih kazni Value of Issued Fines"
"2020","8","Akomodimi dhe sherbimi ushqimor","SUHAREKË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","500"
"2020","8","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Akomodimi dhe sherbimi ushqimor","MALISHEVË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","750"
"2020","8","Akomodimi dhe sherbimi ushqimor","MALISHEVË","","Individual","Nd.Neni.53.6-Law 03/L-222","10","10","1250"
"2020","8","Akomodimi dhe sherbimi ushqimor","MITROVICË","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","375"
"2020","8","Akomodimi dhe sherbimi ushqimor","MITROVICË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","24","24","9250"
"2020","8","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53.6-Law 03/L-222","8","8","3500"
"2020","8","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","3","3","625"
"2020","8","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Akomodimi dhe sherbimi ushqimor","FUSHË KOSOVË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2020","8","Bujqesia;Pylltaria dhe Peshkimi","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","375"
"2020","8","Bujqesia;Pylltaria dhe Peshkimi","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","375"
"2020","8","Bujqesia;Pylltaria dhe Peshkimi","GRAÇANICË","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Bujqesia;Pylltaria dhe Peshkimi","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2020","8","Aktivitetet financiare dhe te sigurimit","GJAKOVË","","Ndërmarrje nën menaxhim të AKP-së","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Sherbimet administrative dhe mbeshtetese","GJILAN","","OJQ","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Sherbimet administrative dhe mbeshtetese","GJAKOVË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Sherbimet administrative dhe mbeshtetese","GJAKOVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Sherbimet administrative dhe mbeshtetese","PRIZREN","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Aktivitetet profesionale, shkencore dhe teknike","PRIZREN","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","250"
"2020","8","Aktivitetet profesionale, shkencore dhe teknike","VUSHTRRI","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","2","2","3000"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","FERIZAJ","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","PODUJEVË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","PODUJEVË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","PODUJEVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","MITROVICË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2020","8","Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar","GJILAN","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar","PRIZREN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53.6-Law 03/L-222","5","5","875"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","2","2","2000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","375"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DRAGASH","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DRAGASH","","Individual","Nd.Neni.53.6-Law 03/L-222","4","4","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","639.87"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","2","2","889.87"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","639.87"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","1125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","2","2","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","Individual","Nd.Neni.53.6-Law 03/L-222","8","8","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","5","5","625"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","326.33"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAÇANIK","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","1000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53.6-Law 03/L-222","15","15","2125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","2","2","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","2","2","5000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","2000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAMENICË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SUHAREKË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SUHAREKË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SUHAREKË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VUSHTRRI","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VUSHTRRI","","Individual","Nd.Neni.59-Law 03/L-222","1","1","1011"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VUSHTRRI","","Individual","Nd.Neni.53.6-Law 03/L-222","5","5","1636"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VUSHTRRI","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GRAÇANICË","","SH.P.K.","Nd.Neni.50 (1)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GRAÇANICË","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","1","1","250"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GRAÇANICË","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GRAÇANICË","","Shoqëri akcionare","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","MALISHEVË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","2","2","500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","MALISHEVË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","MALISHEVË","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1500"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","MALISHEVË","","Individual","Nd.Neni.53.6-Law 03/L-222","7","8","2125"
"2020","8","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","MALISHEVË","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1500"
